movie_name,year_released,runtime_in_min,genre,revenues,imdb_rating,user_votes,director,actor
Gladiator,2000,155,"Action, Adventure, Drama",187705427.0,8.5,1295546,Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed"
Memento,2000,113,"Mystery, Thriller",25544867.0,8.4,1088700,Christopher Nolan,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior"
Snatch,2000,104,"Comedy, Crime",30328156.0,8.3,760646,Guy Ritchie,"Jason Statham, Brad Pitt, Benicio Del Toro, Dennis Farina"
Requiem for a Dream,2000,102,Drama,3635482.0,8.3,742193,Darren Aronofsky,"Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans"
X-Men,2000,104,"Action, Adventure, Sci-Fi",157299717.0,7.4,558716,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Famke Janssen"
Cast Away,2000,143,"Adventure, Drama, Romance",233632142.0,7.8,505434,Robert Zemeckis,"Tom Hanks, Helen Hunt, Paul Sanchez, Lari White"
American Psycho,2000,101,"Comedy, Crime, Drama",15070285.0,7.6,467017,Mary Harron,"Christian Bale, Justin Theroux, Josh Lucas, Bill Sage"
Unbreakable,2000,106,"Drama, Mystery, Sci-Fi",95011339.0,7.3,377418,M. Night Shyamalan,"Bruce Willis, Samuel L. Jackson, Robin Wright, Spencer Treat Clark"
Mission: Impossible II,2000,123,"Action, Adventure, Thriller",215409889.0,6.1,305909,John Woo,"Tom Cruise, Dougray Scott, Thandie Newton, Ving Rhames"
Meet the Parents,2000,108,"Comedy, Romance",166244045.0,7.0,304312,Jay Roach,"Ben Stiller, Robert De Niro, Teri Polo, Blythe Danner"
"O Brother, Where Art Thou?",2000,107,"Adventure, Comedy, Crime",45512588.0,7.7,276674,"Joel Coen, Ethan Coen","George Clooney, John Turturro, Tim Blake Nelson, John Goodman"
Gone in Sixty Seconds,2000,118,"Action, Crime, Thriller",101648571.0,6.5,255336,Dominic Sena,"Nicolas Cage, Angelina Jolie, Giovanni Ribisi, T.J. Cross"
The Patriot,2000,165,"Action, Drama, History",113330342.0,7.2,248749,Roland Emmerich,"Mel Gibson, Heath Ledger, Joely Richardson, Jason Isaacs"
Wo hu cang long,2000,120,"Action, Adventure, Fantasy",128078872.0,7.8,248276,Ang Lee,"Yun-Fat Chow, Michelle Yeoh, Ziyi Zhang, Chen Chang"
Almost Famous,2000,122,"Adventure, Comedy, Drama",32534850.0,7.9,245339,Cameron Crowe,"Billy Crudup, Patrick Fugit, Kate Hudson, Frances McDormand"
Scary Movie,2000,88,Comedy,157019771.0,6.2,226495,Keenen Ivory Wayans,"Anna Faris, Jon Abrahams, Marlon Wayans, Carmen Electra"
Final Destination,2000,98,"Horror, Thriller",53331147.0,6.7,223140,James Wong,"Devon Sawa, Ali Larter, Kerr Smith, Kristen Cloke"
Pitch Black,2000,109,"Action, Horror, Sci-Fi",39240659.0,7.1,221231,David Twohy,"Radha Mitchell, Cole Hauser, Vin Diesel, Keith David"
The Beach,2000,119,"Adventure, Drama, Romance",39785027.0,6.7,217887,Danny Boyle,"Leonardo DiCaprio, Daniel York, Patcharawan Patarakijjanon, Virginie Ledoyen"
"Me, Myself & Irene",2000,116,Comedy,90570999.0,6.6,217782,"Bobby Farrelly, Peter Farrelly","Jim Carrey, Renée Zellweger, Anthony Anderson, Mongo Brownlee"
Amores perros,2000,154,"Drama, Thriller",5383834.0,8.1,217564,Alejandro G. Iñárritu,"Emilio Echevarría, Gael García Bernal, Goya Toledo, Álvaro Guerrero"
How the Grinch Stole Christmas,2000,104,"Comedy, Family, Fantasy",260044825.0,6.2,197088,Ron Howard,"Jim Carrey, Taylor Momsen, Kelley, Jeffrey Tambor"
Remember the Titans,2000,113,"Biography, Drama, Sport",115654751.0,7.8,192675,Boaz Yakin,"Denzel Washington, Will Patton, Wood Harris, Ryan Hurst"
Traffic,2000,147,"Crime, Drama, Thriller",124115725.0,7.6,192088,Steven Soderbergh,"Michael Douglas, Benicio Del Toro, Catherine Zeta-Jones, Jacob Vargas"
What Women Want,2000,127,"Comedy, Fantasy, Romance",182811707.0,6.4,187538,Nancy Meyers,"Mel Gibson, Helen Hunt, Marisa Tomei, Alan Alda"
Miss Congeniality,2000,109,"Action, Comedy, Crime",106807667.0,6.2,181185,Donald Petrie,"Sandra Bullock, Michael Caine, Benjamin Bratt, Candice Bergen"
Chocolat,2000,121,"Drama, Romance",71509363.0,7.2,174415,Lasse Hallström,"Juliette Binoche, Judi Dench, Alfred Molina, Carrie-Anne Moss"
The Emperor's New Groove,2000,78,"Animation, Adventure, Comedy",89302687.0,7.3,173318,Mark Dindal,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton"
Chicken Run,2000,84,"Animation, Adventure, Comedy",106834564.0,7.0,172691,"Peter Lord, Nick Park","Mel Gibson, Julia Sawalha, Phil Daniels, Lynn Ferguson"
Charlie's Angels,2000,98,"Action, Adventure, Comedy",125305545.0,5.5,172421,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray"
Erin Brockovich,2000,131,"Biography, Drama",125595205.0,7.3,169081,Steven Soderbergh,"Julia Roberts, Albert Finney, David Brisbin, Dawn Didawick"
High Fidelity,2000,113,"Comedy, Drama, Music",27277055.0,7.5,164459,Todd Phillips,"Breckin Meyer, Seann William Scott, Amy Smart, Paulo Costanzo"
Road Trip,2000,93,Comedy,68540777.0,6.4,154443,Wolfgang Petersen,"George Clooney, Mark Wahlberg, John C. Reilly, Diane Lane"
The Perfect Storm,2000,130,"Action, Adventure, Drama",182618434.0,6.4,152772,Danny Leiner,"Ashton Kutcher, Seann William Scott, Jennifer Garner, Marla Sokoloff"
"Dude, Where's My Car?",2000,83,"Comedy, Mystery, Sci-Fi",46729800.0,5.5,132361,Stephen Daldry,"Jamie Bell, Julie Walters, Jean Heywood, Jamie Draven"
Billy Elliot,2000,110,"Drama, Music",21995263.0,7.7,122764,Paul Verhoeven,"Kevin Bacon, Elisabeth Shue, Josh Brolin, Kim Dickens"
Hollow Man,2000,112,"Action, Horror, Sci-Fi",73209340.0,5.8,120727,Wes Craven,"David Arquette, Neve Campbell, Courteney Cox, Liev Schreiber"
Scream 3,2000,116,"Horror, Mystery",89138076.0,5.6,120176,Kar-Wai Wong,"Tony Chiu-Wai Leung, Maggie Cheung, Ping Lam Siu, Tung Cho 'Joe' Cheung"
Fa yeung nin wah,2000,98,"Drama, Romance",2734044.0,8.1,117280,Tom Dey,"Jackie Chan, Owen Wilson, Lucy Liu, Brandon Merrill"
Shanghai Noon,2000,110,"Action, Adventure, Comedy",56937502.0,6.6,116788,Robert Zemeckis,"Harrison Ford, Michelle Pfeiffer, Katharine Towne, Miranda Otto"
What Lies Beneath,2000,130,"Drama, Fantasy, Horror",155464351.0,6.6,115263,Roger Spottiswoode,"Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn, Michael Rooker"
The 6th Day,2000,123,"Action, Mystery, Sci-Fi",34604280.0,5.9,114394,Mimi Leder,"Kevin Spacey, Haley Joel Osment, Helen Hunt, Jay Mohr"
Pay It Forward,2000,123,Drama,33519628.0,7.2,110769,George Tillman Jr.,"Cuba Gooding Jr., Robert De Niro, Charlize Theron, Aunjanue Ellis"
The Whole Nine Yards,2000,98,"Comedy, Crime",57262492.0,6.7,107781,David McNally,"Piper Perabo, Adam Garcia, John Goodman, Maria Bello"
Men of Honor,2000,129,"Biography, Drama",48818921.0,7.2,104791,Brett Ratner,"Nicolas Cage, Téa Leoni, Don Cheadle, Jeremy Piven"
Coyote Ugly,2000,100,"Comedy, Drama, Music",60786269.0,5.7,104595,Lars von Trier,"Björk, Catherine Deneuve, David Morse, Peter Stormare"
The Family Man,2000,125,"Comedy, Drama, Fantasy",75793305.0,6.8,100701,Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed"
Dancer in the Dark,2000,140,"Crime, Drama, Musical",4184036.0,8.0,99246,Christopher Nolan,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior"
The Lord of the Rings: The Fellowship of the Ring,2001,178,"Action, Adventure, Drama",315544750.0,8.8,1606070,Steven Soderbergh,"George Clooney, Brad Pitt, Julia Roberts, Matt Damon"
A Beautiful Mind,2001,135,"Biography, Drama",170742341.0,8.2,820476,Antoine Fuqua,"Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger"
"Monsters, Inc.",2001,92,"Animation, Adventure, Comedy",289916256.0,8.0,788665,Ridley Scott,"Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana"
Donnie Darko,2001,113,"Drama, Mystery, Sci-Fi",1480006.0,8.0,724159,Rob Cohen,"Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster"
Amélie,2001,122,"Comedy, Romance",33225499.0,8.3,685907,Alejandro Amenábar,"Nicole Kidman, Christopher Eccleston, Fionnula Flanagan, Alakina Mann"
Harry Potter and the Sorcerer's Stone,2001,152,"Adventure, Family, Fantasy",317575550.0,7.6,617504,David Lynch,"Naomi Watts, Laura Harring, Justin Theroux, Jeanne Bates"
Sen to Chihiro no kamikakushi,2001,125,"Animation, Adventure, Family",10055859.0,8.6,616627,Michael Bay,"Ben Affleck, Kate Beckinsale, Josh Hartnett, William Lee Scott"
Shrek,2001,90,"Animation, Adventure, Comedy",267665011.0,7.8,595771,Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo"
Ocean's Eleven,2001,116,"Crime, Thriller",183417150.0,7.7,500199,Joe Johnston,"Sam Neill, William H. Macy, Téa Leoni, Alessandro Nivola"
Training Day,2001,122,"Crime, Drama, Thriller",76631907.0,7.7,377755,Steven Spielberg,"Haley Joel Osment, Jude Law, Frances O'Connor, Sam Robards"
Black Hawk Down,2001,144,"Drama, History, War",108638745.0,7.7,355749,Wes Anderson,"Gene Hackman, Gwyneth Paltrow, Anjelica Huston, Ben Stiller"
The Fast and the Furious,2001,106,"Action, Crime, Thriller",144533925.0,6.8,338317,Ridley Scott,"Anthony Hopkins, Julianne Moore, Gary Oldman, Ray Liotta"
The Others,2001,101,"Horror, Mystery, Thriller",96522687.0,7.6,328250,Cameron Crowe,"Tom Cruise, Penélope Cruz, Cameron Diaz, Kurt Russell"
Mulholland Dr.,2001,147,"Drama, Mystery, Thriller",7220243.0,8.0,309245,Ben Stiller,"Ben Stiller, Owen Wilson, Christine Taylor, Will Ferrell"
Pearl Harbor,2001,183,"Action, Drama, History",198542554.0,6.2,305164,Jean-Jacques Annaud,"Jude Law, Ed Harris, Joseph Fiennes, Rachel Weisz"
The Mummy Returns,2001,130,"Action, Adventure, Fantasy",202019785.0,6.3,294871,J.B. Rogers,"Jason Biggs, Seann William Scott, Shannon Elizabeth, Alyson Hannigan"
Jurassic Park III,2001,92,"Action, Adventure, Sci-Fi",181171875.0,5.9,288472,Ted Demme,"Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths"
A.I. Artificial Intelligence,2001,146,"Drama, Sci-Fi",78616689.0,7.2,284856,Sharon Maguire,"Renée Zellweger, Colin Firth, Hugh Grant, Gemma Jones"
Moulin Rouge!,2001,127,"Drama, Musical, Romance",57386607.0,7.6,261370,Tim Burton,"Mark Wahlberg, Helena Bonham Carter, Tim Roth, Michael Clarke Duncan"
The Royal Tenenbaums,2001,110,"Comedy, Drama",52364010.0,7.6,258998,Brett Ratner,"Jackie Chan, Chris Tucker, John Lone, Ziyi Zhang"
Hannibal,2001,131,"Crime, Drama, Thriller",165092268.0,6.8,247969,Simon West,"Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor"
Vanilla Sky,2001,136,"Fantasy, Mystery, Romance",100614858.0,6.9,242729,Robert Luketic,"Reese Witherspoon, Luke Wilson, Selma Blair, Matthew Davis"
Zoolander,2001,90,Comedy,45172250.0,6.5,241114,Dominic Sena,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle"
Enemy at the Gates,2001,131,"Drama, History, War",51401758.0,7.6,236371,Iain Softley,"Kevin Spacey, Jeff Bridges, Mary McCormack, Alfre Woodard"
American Pie 2,2001,108,Comedy,145103595.0,6.4,234852,Brian Helgeland,"Heath Ledger, Mark Addy, Rufus Sewell, Shannyn Sossamon"
Blow,2001,124,"Biography, Crime, Drama",52990775.0,7.6,234798,Kevin Smith,"Jason Mewes, Kevin Smith, Ben Affleck, Jeff Anderson"
Bridget Jones's Diary,2001,97,"Comedy, Drama, Romance",71543427.0,6.7,218418,"Albert Hughes, Allen Hughes","Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane"
Planet of the Apes,2001,119,"Action, Adventure, Sci-Fi",180011740.0,5.7,207021,Tony Scott,"Robert Redford, Brad Pitt, Catherine McCormack, Stephen Dillane"
Rush Hour 2,2001,90,"Action, Comedy, Crime",226164286.0,6.6,195114,Jessie Nelson,"Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest"
Lara Croft: Tomb Raider,2001,100,"Action, Adventure, Fantasy",131144183.0,5.8,193985,"Bobby Farrelly, Peter Farrelly","Jack Black, Gwyneth Paltrow, Jason Alexander, Joe Viterelli"
Legally Blonde,2001,96,"Comedy, Romance",96520674.0,6.3,177601,Garry Marshall,"Julie Andrews, Anne Hathaway, Hector Elizondo, Heather Matarazzo"
Swordfish,2001,99,"Action, Crime, Thriller",69772969.0,6.5,173365,Frank Oz,"Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett"
K-PAX,2001,120,"Drama, Mystery, Sci-Fi",50338485.0,7.4,172398,Ivan Reitman,"David Duchovny, Orlando Jones, Julianne Moore, Seann William Scott"
A Knight's Tale,2001,132,"Action, Adventure, Romance",56569702.0,6.9,165439,Terry Zwigoff,"Steve Buscemi, Thora Birch, Scarlett Johansson, Brad Renfro"
Jay and Silent Bob Strike Back,2001,104,Comedy,30059386.0,6.8,146384,Peter Jackson,"Elijah Wood, Ian McKellen, Orlando Bloom, Sean Bean"
Scary Movie 2,2001,83,"Comedy, Horror",71308997.0,5.3,146052,Ron Howard,"Russell Crowe, Ed Harris, Jennifer Connelly, Christopher Plummer"
From Hell,2001,122,"Horror, Mystery, Thriller",31602566.0,6.8,143946,"Pete Docter, David Silverman, Lee Unkrich","Billy Crystal, John Goodman, Mary Gibbs, Steve Buscemi"
Spy Game,2001,126,"Action, Crime, Thriller",26871.0,7.1,141716,Richard Kelly,"Jake Gyllenhaal, Jena Malone, Mary McDonnell, Holmes Osborne"
I Am Sam,2001,132,Drama,40311852.0,7.7,140449,Jean-Pierre Jeunet,"Audrey Tautou, Mathieu Kassovitz, Rufus, Lorella Cravotta"
Shallow Hal,2001,114,"Comedy, Drama, Fantasy",70836296.0,5.9,124892,Chris Columbus,"Daniel Radcliffe, Rupert Grint, Richard Harris, Maggie Smith"
The Princess Diaries,2001,111,"Comedy, Family, Romance",108248956.0,6.3,123912,Hayao Miyazaki,"Daveigh Chase, Suzanne Pleshette, Miyu Irino, Rumi Hiiragi"
The Score,2001,124,"Crime, Drama, Thriller",71069884.0,6.8,118221,"Andrew Adamson, Vicky Jenson","Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow"
Evolution,2001,101,"Comedy, Sci-Fi",38345494.0,6.1,117353,Steven Soderbergh,"George Clooney, Brad Pitt, Julia Roberts, Matt Damon"
Y tu mamá también,2001,106,Drama,13622333.0,7.6,112734,Rob Cohen,"Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster"
Ghost World,2001,111,"Comedy, Drama",6217849.0,7.3,110999,Alejandro Amenábar,"Nicole Kidman, Christopher Eccleston, Fionnula Flanagan, Alakina Mann"
The Lord of the Rings: The Two Towers,2002,179,"Adventure, Drama, Fantasy",342551365.0,8.7,1438001,Jay Roach,"Mike Myers, Beyoncé, Seth Green, Michael York"
Catch Me If You Can,2002,141,"Biography, Crime, Drama",164615351.0,8.1,788989,Spike Jonze,"Nicolas Cage, Meryl Streep, Chris Cooper, Tilda Swinton"
The Pianist,2002,150,"Biography, Drama, Music",32572577.0,8.5,700125,Yimou Zhang,"Jet Li, Tony Chiu-Wai Leung, Maggie Cheung, Ziyi Zhang"
Cidade de Deus,2002,130,"Crime, Drama",7563397.0,8.6,681133,Rob Cohen,"Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson"
Spider-Man,2002,121,"Action, Adventure, Sci-Fi",403706375.0,7.3,671069,"Chris Weitz, Paul Weitz","Hugh Grant, Nicholas Hoult, Toni Collette, Sharon Small"
Star Wars: Episode II - Attack of the Clones,2002,142,"Action, Adventure, Fantasy",310675583.0,6.5,621057,Spike Lee,"Edward Norton, Barry Pepper, Philip Seymour Hoffman, Rosario Dawson"
Harry Potter and the Chamber of Secrets,2002,161,"Adventure, Family, Fantasy",261988482.0,7.4,530301,"Dean DeBlois, Chris Sanders","Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers"
The Bourne Identity,2002,119,"Action, Mystery, Thriller",121661683.0,7.9,495628,Paul Thomas Anderson,"Adam Sandler, Emily Watson, Philip Seymour Hoffman, Jason Andrews"
Minority Report,2002,145,"Action, Crime, Mystery",132072926.0,7.6,494649,Michael Moore,"Michael Moore, Charlton Heston, Marilyn Manson, Salvador Allende"
Ice Age,2002,81,"Animation, Adventure, Comedy",176387405.0,7.5,428271,Steven Brill,"Adam Sandler, Winona Ryder, John Turturro, Allen Covert"
Gangs of New York,2002,167,"Crime, Drama",77812000.0,7.5,393761,Chuck Russell,"Dwayne Johnson, Steven Brand, Michael Clarke Duncan, Kelly Hu"
28 Days Later...,2002,113,"Drama, Horror, Sci-Fi",45064915.0,7.6,366897,Randall Wallace,"Mel Gibson, Madeleine Stowe, Greg Kinnear, Sam Elliott"
Men in Black II,2002,88,"Action, Adventure, Comedy",190418803.0,6.2,334499,Kevin Reynolds,"Jim Caviezel, Guy Pearce, Christopher Adamson, JB Blanc"
Signs,2002,106,"Drama, Mystery, Sci-Fi",227966634.0,6.7,329850,Rob Bowman,"Matthew McConaughey, Christian Bale, Izabella Scorupco, Gerard Butler"
The Ring,2002,115,"Horror, Mystery",129128133.0,7.1,312881,Stephen Daldry,"Meryl Streep, Nicole Kidman, Julianne Moore, Stephen Dillane"
Equilibrium,2002,107,"Action, Drama, Sci-Fi",1203974.0,7.4,306711,Alexander Payne,"Jack Nicholson, Hope Davis, Dermot Mulroney, Kathy Bates"
The Transporter,2002,92,"Action, Crime, Thriller",25296447.0,6.8,279757,Nick Cassavetes,"Denzel Washington, Robert Duvall, Gabriela Oltean, Kimberly Elise"
Insomnia,2002,118,"Drama, Mystery, Thriller",67355513.0,7.2,266079,Simon Wells,"Guy Pearce, Yancey Arias, Mark Addy, Phyllida Law"
Panic Room,2002,112,"Crime, Drama, Thriller",96397334.0,6.8,250371,"Andrew Lau, Alan Mak","Andy Lau, Tony Chiu-Wai Leung, Anthony Chau-Sang Wong, Eric Tsang"
Phone Booth,2002,81,"Crime, Thriller",46566212.0,7.0,246326,Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen, Orlando Bloom"
Red Dragon,2002,124,"Crime, Drama, Thriller",93149898.0,7.2,243742,Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen"
8 Mile,2002,110,"Drama, Music",116724075.0,7.1,242889,Roman Polanski,"Adrien Brody, Thomas Kretschmann, Frank Finlay, Emilia Fox"
Resident Evil,2002,100,"Action, Horror, Sci-Fi",40119709.0,6.7,241886,"Fernando Meirelles, Kátia Lund","Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele, Phellipe Haagensen"
Road to Perdition,2002,117,"Crime, Drama, Thriller",104454762.0,7.7,240856,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Willem Dafoe, James Franco"
Chicago,2002,113,"Comedy, Crime, Musical",170687518.0,7.1,211066,Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris"
Die Another Day,2002,133,"Action, Adventure, Thriller",160942139.0,6.1,200410,Doug Liman,"Franka Potente, Matt Damon, Chris Cooper, Clive Owen"
A Walk to Remember,2002,101,"Drama, Romance",41227069.0,7.4,195227,Steven Spielberg,"Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow"
Blade II,2002,117,"Action, Fantasy, Horror",82348319.0,6.7,195146,"Chris Wedge, Carlos Saldanha","Denis Leary, John Leguizamo, Ray Romano, Goran Visnjic"
Austin Powers in Goldmember,2002,94,"Action, Adventure, Comedy",213307889.0,6.2,191571,Martin Scorsese,"Leonardo DiCaprio, Cameron Diaz, Daniel Day-Lewis, Jim Broadbent"
Adaptation.,2002,115,"Comedy, Drama",22245861.0,7.7,172519,Danny Boyle,"Cillian Murphy, Naomie Harris, Christopher Eccleston, Alex Palmer"
Ying xiong,2002,120,"Action, Adventure, History",53710019.0,7.9,171213,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle"
xXx,2002,124,"Action, Adventure, Thriller",142109382.0,5.9,170918,M. Night Shyamalan,"Mel Gibson, Joaquin Phoenix, Rory Culkin, Abigail Breslin"
About a Boy,2002,101,"Comedy, Drama, Romance",41385278.0,7.0,167814,Gore Verbinski,"Naomi Watts, Martin Henderson, Brian Cox, David Dorfman"
25th Hour,2002,135,Drama,13060843.0,7.6,166988,Kurt Wimmer,"Christian Bale, Sean Bean, Emily Watson, Taye Diggs"
Lilo & Stitch,2002,85,"Animation, Adventure, Comedy",145794338.0,7.2,162014,"Louis Leterrier, Corey Yuen","Jason Statham, Shu Qi, Matt Schulze, François Berléand"
Punch-Drunk Love,2002,95,"Comedy, Drama, Romance",17844216.0,7.3,142617,Christopher Nolan,"Al Pacino, Robin Williams, Hilary Swank, Martin Donovan"
Bowling for Columbine,2002,120,"Documentary, Crime, Drama",21576018.0,7.9,138083,David Fincher,"Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam"
Mr. Deeds,2002,96,"Comedy, Romance",126293452.0,5.8,132767,Joel Schumacher,"Colin Farrell, Kiefer Sutherland, Forest Whitaker, Radha Mitchell"
The Scorpion King,2002,92,"Action, Adventure, Fantasy",91047077.0,5.5,127933,Brett Ratner,"Anthony Hopkins, Edward Norton, Ralph Fiennes, Harvey Keitel"
We Were Soldiers,2002,138,"Action, Drama, History",78122718.0,7.2,127007,Curtis Hanson,"Eminem, Brittany Murphy, Kim Basinger, Mekhi Phifer"
The Count of Monte Cristo,2002,131,"Action, Adventure, Drama",54234062.0,7.8,125989,Paul W.S. Anderson,"Milla Jovovich, Michelle Rodriguez, Ryan McCluskey, Oscar Pearce"
Reign of Fire,2002,101,"Action, Adventure, Fantasy",43061982.0,6.2,123831,Sam Mendes,"Tom Hanks, Tyler Hoechlin, Rob Maxey, Liam Aiken"
The Hours,2002,110,"Drama, Romance",41675994.0,7.5,121633,Rob Marshall,"Renée Zellweger, Catherine Zeta-Jones, Richard Gere, Taye Diggs"
About Schmidt,2002,125,"Comedy, Drama",65016287.0,7.1,120642,Lee Tamahori,"Pierce Brosnan, Halle Berry, Rosamund Pike, Toby Stephens"
John Q,2002,116,"Crime, Drama, Thriller",71756802.0,7.1,120411,Adam Shankman,"Mandy Moore, Shane West, Peter Coyote, Daryl Hannah"
My Big Fat Greek Wedding,2002,95,"Comedy, Drama, Romance",241438208.0,6.5,117358,Guillermo del Toro,"Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela"
The Time Machine,2002,96,"Action, Adventure, Sci-Fi",56684819.0,6.0,116729,Jay Roach,"Mike Myers, Beyoncé, Seth Green, Michael York"
Mou gaan dou,2002,101,"Crime, Drama, Mystery",169659.0,8.0,115709,Spike Jonze,"Nicolas Cage, Meryl Streep, Chris Cooper, Tilda Swinton"
The Lord of the Rings: The Return of the King,2003,201,"Adventure, Drama, Fantasy",377845905.0,8.9,1591541,Wolfgang Becker,"Daniel Brühl, Katrin Saß, Chulpan Khamatova, Florian Lukas"
Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,"Action, Adventure, Fantasy",305413918.0,8.0,996452,David Zucker,"Anna Faris, Charlie Sheen, Regina Hall, Pamela Anderson"
Kill Bill: Vol. 1,2003,111,"Action, Crime, Thriller",70099045.0,8.1,968916,Lars von Trier,"Nicole Kidman, Paul Bettany, Lauren Bacall, Harriet Andersson"
Finding Nemo,2003,100,"Animation, Adventure, Comedy",380843261.0,8.1,920858,Patty Jenkins,"Charlize Theron, Christina Ricci, Bruce Dern, Lee Tergesen"
The Matrix Reloaded,2003,138,"Action, Sci-Fi",281492479.0,7.2,502511,Terry Zwigoff,"Billy Bob Thornton, Bernie Mac, Lauren Graham, John Ritter"
X2,2003,134,"Action, Sci-Fi, Thriller",214949694.0,7.4,501251,Roger Donaldson,"Al Pacino, Colin Farrell, Bridget Moynahan, Gabriel Macht"
Oldeuboi,2003,120,"Action, Drama, Mystery",707481.0,8.4,495730,Jan de Bont,"Angelina Jolie, Gerard Butler, Chris Barrie, Ciarán Hinds"
The Matrix Revolutions,2003,129,"Action, Sci-Fi",139313948.0,6.8,436439,Marcus Nispel,"Jessica Biel, Jonathan Tucker, Andrew Bryniarski, Erica Leerhsen"
Love Actually,2003,135,"Comedy, Drama, Romance",59696144.0,7.6,413457,Bong Joon Ho,"Kang-ho Song, Sang-kyung Kim, Roe-ha Kim, Jae-ho Song"
Mystic River,2003,138,"Crime, Drama, Mystery",90135191.0,7.9,408493,Ridley Scott,"Nicolas Cage, Alison Lohman, Sam Rockwell, Bruce Altman"
Big Fish,2003,125,"Adventure, Drama, Fantasy",66257002.0,8.0,405570,Mark Waters,"Jamie Lee Curtis, Lindsay Lohan, Mark Harmon, Harold Gould"
Lost in Translation,2003,102,"Comedy, Drama",44585453.0,7.7,397846,McG,"Drew Barrymore, Lucy Liu, Cameron Diaz, Bernie Mac"
The Last Samurai,2003,154,"Action, Drama, War",111110575.0,7.7,388736,Peter Jackson,"Elijah Wood, Viggo Mortensen, Ian McKellen, Orlando Bloom"
Terminator 3: Rise of the Machines,2003,109,"Action, Sci-Fi",150371112.0,6.3,369628,Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley"
Bruce Almighty,2003,101,"Comedy, Drama, Fantasy",242829261.0,6.8,363143,Quentin Tarantino,"Uma Thurman, David Carradine, Daryl Hannah, Michael Madsen"
The Italian Job,2003,111,"Action, Crime, Thriller",106128601.0,7.0,335174,"Andrew Stanton, Lee Unkrich","Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe"
The School of Rock,2003,109,"Comedy, Music",81261177.0,7.1,259835,Bryan Singer,"Patrick Stewart, Hugh Jackman, Halle Berry, Ian McKellen"
Underworld,2003,121,"Action, Fantasy, Thriller",51970690.0,7.0,247996,Chan-wook Park,"Min-sik Choi, Ji-Tae Yoo, Hye-jeong Kang, Dae-han Ji"
Hulk,2003,138,"Action, Sci-Fi",132177234.0,5.6,247601,"Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving"
2 Fast 2 Furious,2003,107,"Action, Crime, Thriller",127154901.0,5.9,244805,Richard Curtis,"Hugh Grant, Martine McCutcheon, Liam Neeson, Laura Linney"
Bad Boys II,2003,147,"Action, Comedy, Crime",138608444.0,6.6,225578,Tim Burton,"Ewan McGregor, Albert Finney, Billy Crudup, Jessica Lange"
Identity,2003,90,"Mystery, Thriller",52159536.0,7.3,220677,Sofia Coppola,"Bill Murray, Scarlett Johansson, Giovanni Ribisi, Anna Faris"
21 Grams,2003,124,"Crime, Drama, Thriller",16290476.0,7.7,220201,Edward Zwick,"Tom Cruise, Ken Watanabe, Billy Connolly, William Atherton"
